player_id,name,role,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
116,Margaritha Jearl,Attacker,NA,NA,NA,66,NA,NA,NA,NA,6,0,0,0,50%,1,0,0%,1,0,0,1,0,0,1,12,29,2,5,0,2,2,2,5,8,2,0,3,1,1,2,0,1,NA,NA,6.5
117,Zlomislic Martin,Keeper,0,4,0,90,1,6,3,2,19,NA,NA,NA,,0,0,0%,0,0,0,11,0,0,37,45,55,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,NA,NA,NA,7.5
118,Rangel Raul,Keeper,0,1,0,90,0,3,0,3,16,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,20,29,38,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,NA,NA,NA,4.5
119,Dumfries Denzel,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,0,58%,0,0,0%,0,0,0,1,2,0,9,31,51,1,1,3,0,1,1,1,3,0,2,3,0,0,1,0,NA,NA,NA,7.3
120,De Roon Marten,Midfielder,NA,NA,NA,63,NA,NA,NA,NA,21,0,0,0,75%,0,0,0%,0,0,0,4,0,0,4,28,35,7,5,2,1,1,0,14,7,1,0,6,1,0,1,0,1,NA,NA,5.5
121,Ali Alhamadi,Attacker,NA,NA,NA,80,NA,NA,NA,NA,9,0,0,0,90%,3,0,67%,1,2,0,0,0,0,0,10,23,3,3,0,1,0,0,6,7,2,0,3,2,2,3,0,1,NA,NA,6.9
122,Rulli Geronimo,Keeper,0,3,0,90,0,6,4,2,17,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,7,20,30,0,1,1,0,0,0,1,1,1,0,6,0,0,1,0,NA,NA,NA,6.2
123,Boulbina Adil,Attacker,NA,NA,NA,90,NA,NA,NA,NA,10,0,1,0,56%,5,1,60%,0,3,0,1,1,1,1,18,36,3,7,0,0,4,1,10,13,4,0,1,2,1,3,0,NA,NA,NA,6.4
124,Karlstrom Jesper,Midfielder,NA,NA,NA,19,NA,NA,NA,NA,9,0,0,0,100%,1,0,100%,0,1,0,0,2,2,0,9,18,0,0,0,1,0,0,2,1,0,1,2,1,1,0,1,0,NA,NA,6.5
125,Bakambu Cedric,Attacker,NA,NA,NA,90,NA,NA,NA,NA,20,0,1,1,80%,2,1,50%,0,1,0,1,7,3,1,25,46,2,0,1,4,1,1,6,5,0,0,3,1,1,3,0,NA,NA,NA,8.3
126,Camara Lamine,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,56,1,0,0,82%,1,1,0%,0,0,0,4,0,2,4,68,80,1,1,1,0,1,1,3,4,1,1,7,1,0,1,0,NA,NA,NA,7.8
127,Nilsson Gustaf,Attacker,NA,NA,NA,90,NA,NA,NA,NA,53,0,0,0,88%,0,0,0%,0,0,0,6,0,2,8,60,70,2,3,2,0,0,0,5,4,2,2,6,1,0,0,0,NA,NA,NA,7.1
128,Sano Kaishu,Midfielder,NA,NA,NA,78,NA,NA,NA,NA,33,0,0,0,87%,2,2,0%,0,0,0,1,1,0,2,38,51,3,0,0,3,2,1,10,4,1,1,3,2,1,1,1,0,NA,NA,5.4
129,Stroud Elliot,Defender,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,82%,0,0,0%,0,0,0,6,0,0,11,56,64,0,2,2,0,0,0,1,2,1,4,4,0,0,0,0,NA,NA,NA,5.4
130,Irvine Jackson,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,28,1,0,0,85%,1,0,0%,1,0,0,1,4,1,1,33,54,2,2,1,0,2,1,7,7,3,0,6,1,0,3,0,NA,NA,NA,7.7
131,Kolasinac Sead,Defender,NA,NA,NA,90,NA,NA,NA,NA,56,0,0,0,84%,0,0,0%,0,0,0,9,0,0,14,67,80,7,3,2,0,0,0,8,6,2,2,7,2,0,1,0,NA,NA,NA,5.9
132,Pubill Marc,Defender,NA,NA,NA,90,NA,NA,NA,NA,49,0,0,0,88%,0,0,0%,0,0,0,4,0,1,6,56,70,1,2,1,0,0,0,1,2,0,0,6,0,0,0,0,NA,NA,NA,6.8
133,Diogo Costa,Keeper,0,1,0,90,0,1,1,3,20,NA,NA,NA,,0,0,0%,0,0,0,11,0,0,24,33,38,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,NA,NA,NA,7.5
134,Haissem Hassan,Attacker,NA,NA,NA,90,NA,NA,NA,NA,13,0,1,1,65%,1,0,100%,0,1,0,2,2,1,3,20,59,3,5,0,5,11,8,14,18,4,0,4,1,1,4,0,NA,1,NA,8.2
135,Ljubicic Dejan,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,62,0,0,0,94%,0,0,0%,0,0,0,2,3,3,2,66,81,0,0,0,2,3,0,5,2,1,0,9,1,0,1,0,NA,NA,NA,6.1
136,Sugawara Yukinari,Defender,NA,NA,NA,77,NA,NA,NA,NA,16,0,0,0,76%,0,0,0%,0,0,0,2,0,0,6,21,33,0,2,5,0,0,0,1,4,1,1,3,2,0,1,0,1,1,NA,6.6
137,Diaw Mory,Keeper,0,2,0,90,0,2,2,6,25,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,4,25,35,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,NA,NA,NA,6.3
138,Roldan Cristian,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,53,0,1,1,87%,2,0,100%,0,2,0,9,5,0,11,61,76,0,0,0,0,2,2,5,3,1,0,9,0,0,1,0,NA,NA,NA,7.9
139,Araujo Maxi,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,28,0,1,0,80%,1,1,0%,0,0,0,2,1,1,4,35,58,1,1,2,0,3,2,6,5,2,0,4,2,1,0,0,NA,NA,NA,6.6
140,Yamal Lamine,Attacker,NA,NA,NA,63,NA,NA,NA,NA,24,0,0,0,86%,5,2,60%,0,3,0,2,0,1,2,28,45,0,0,0,1,4,2,3,3,0,1,4,1,0,0,0,1,NA,NA,7.2
141,Elliot Callan,Defender,NA,NA,NA,90,NA,NA,NA,NA,62,0,0,0,82%,3,0,0%,3,0,0,2,3,2,7,76,104,1,2,2,1,0,0,3,3,1,2,9,0,0,1,0,NA,NA,NA,7.3
142,Jamiro Monteiro,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,0,90%,1,0,0%,1,0,0,1,1,0,1,39,64,1,0,0,1,8,5,6,8,0,0,8,0,0,3,0,NA,NA,NA,7.3
143,Sochurek Hugo,Midfielder,NA,NA,NA,68,NA,NA,NA,NA,20,0,0,0,74%,1,0,0%,1,0,0,2,5,1,3,27,42,1,1,0,0,4,4,6,8,4,1,3,3,2,0,0,1,1,NA,7.4
144,Malen Donyell,Attacker,NA,NA,NA,90,NA,NA,NA,NA,53,0,0,0,88%,0,0,0%,0,0,0,6,0,2,8,60,70,2,3,2,0,0,0,5,4,2,2,6,1,0,0,0,NA,NA,NA,7.1
145,Rodriguez James,Midfielder,NA,NA,NA,58,NA,NA,NA,NA,30,0,0,1,79%,2,0,50%,1,1,0,3,5,1,6,38,53,0,0,0,0,1,1,2,3,1,0,4,0,0,2,1,0,1,NA,7.3
146,Zima David,Defender,NA,NA,NA,90,NA,NA,NA,NA,26,0,0,0,70%,0,0,0%,0,0,0,1,0,1,7,37,56,2,5,9,0,0,0,3,10,1,1,5,2,1,3,0,NA,NA,NA,7.5
147,Jassem Gaber,Defender,NA,NA,NA,90,NA,NA,NA,NA,80,0,0,0,99%,0,0,0%,0,0,0,5,0,0,6,81,92,6,1,4,0,0,0,6,2,0,4,4,0,0,1,0,NA,NA,NA,7
148,Hassan Altambakti,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,68%,0,0,0%,0,0,0,3,0,0,6,25,37,2,4,6,0,0,0,2,5,0,2,6,1,0,0,0,NA,NA,NA,7.2
149,Campaz Jaminton,Attacker,NA,NA,NA,63,NA,NA,NA,NA,5,0,0,0,36%,3,1,0%,2,0,0,0,1,0,1,14,34,2,4,1,4,1,0,7,7,0,1,5,1,1,2,0,1,NA,NA,6.2
150,Kim Moonhwan,Defender,NA,NA,NA,70,NA,NA,NA,NA,25,0,0,0,86%,0,0,0%,0,0,0,1,0,0,2,29,36,2,0,2,1,0,0,5,1,1,1,5,1,1,0,0,1,1,NA,5.7
151,Gomez Gustavo,Defender,NA,NA,NA,90,NA,NA,NA,NA,14,0,0,0,56%,0,0,0%,0,0,0,1,3,0,6,25,45,2,1,0,0,1,0,3,4,0,3,0,0,0,3,0,NA,NA,NA,6.8
152,Ditta Willer,Defender,NA,NA,NA,90,NA,NA,NA,NA,35,0,1,0,81%,0,0,0%,0,0,0,1,2,2,1,43,61,1,0,0,1,2,2,8,4,4,1,4,2,2,0,0,NA,NA,NA,6.3
153,Sigur Niko,Defender,NA,NA,NA,90,NA,NA,NA,NA,37,0,0,0,79%,1,0,0%,1,0,0,1,2,0,2,47,72,1,2,0,0,0,0,2,10,0,1,6,6,3,2,0,NA,NA,NA,7
154,Ochoa Guillermo,Keeper,0,0,0,90,0,1,1,5,18,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,4,20,30,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,5.1
155,Mohanad Ali,Attacker,NA,NA,NA,90,NA,NA,NA,NA,37,0,2,0,88%,1,0,0%,1,0,0,2,12,11,3,42,59,1,0,0,0,1,0,2,1,0,0,3,0,0,1,0,NA,NA,NA,8.2
156,Van Dijk Virgil,Defender,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,75%,1,0,0%,1,0,0,1,8,1,3,32,58,0,2,3,1,5,3,4,5,0,0,6,0,0,0,0,NA,NA,NA,6.8
157,Saed Alrosan,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,88%,0,0,0%,0,0,0,2,0,0,3,24,31,1,0,2,0,0,0,5,3,4,0,4,3,2,0,0,NA,1,NA,5.3
158,Haaland Erling,Attacker,NA,NA,NA,90,NA,NA,NA,NA,12,0,0,0,100%,2,1,0%,1,0,0,0,2,0,0,12,22,2,2,0,0,0,0,4,3,1,0,0,1,0,0,0,NA,NA,NA,6.5
159,Oreilly Nico,Defender,NA,NA,NA,90,NA,NA,NA,NA,56,0,0,0,82%,0,0,0%,0,0,0,0,1,1,8,68,79,3,2,3,1,0,0,8,3,4,3,2,0,0,1,0,NA,NA,NA,5.8
160,Hernandez Cucho,Attacker,NA,NA,NA,68,NA,NA,NA,NA,10,0,0,0,83%,1,0,0%,1,0,0,0,0,1,0,12,19,4,2,2,0,1,1,5,3,0,0,1,0,0,0,0,1,NA,NA,6.6
161,Mokoena Teboho,Midfielder,NA,NA,NA,73,NA,NA,NA,NA,23,0,0,0,79%,0,0,0%,0,0,0,1,2,2,1,29,44,0,0,0,2,2,1,7,5,2,0,9,3,3,1,0,1,NA,NA,6.2
162,Cucurella Marc,Defender,NA,NA,NA,90,NA,NA,NA,NA,29,0,0,0,74%,0,0,0%,0,0,0,0,0,0,3,39,58,1,4,5,0,0,0,1,8,0,6,5,2,0,2,0,NA,NA,NA,7.2
163,Prass Alexander,Midfielder,NA,NA,NA,17,NA,NA,NA,NA,6,0,0,0,86%,0,0,0%,0,0,0,0,0,0,0,7,13,1,0,0,2,1,0,4,0,1,0,2,0,0,0,1,0,NA,NA,5.5
164,Mohammed Muntari,Attacker,NA,NA,NA,90,NA,NA,NA,NA,12,0,1,1,63%,2,0,100%,0,2,0,0,8,0,1,19,42,1,3,3,0,1,1,2,5,1,1,3,1,1,0,0,NA,1,NA,8.1
165,Berge Sander,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,30,0,0,1,77%,3,0,33%,2,1,0,3,0,1,7,39,61,0,1,2,2,4,3,8,9,2,1,13,2,1,3,0,NA,NA,NA,7.8
166,Hamza Abdelkarim,Attacker,NA,NA,NA,68,NA,NA,NA,NA,18,1,0,0,95%,3,1,33%,1,1,0,1,2,3,1,19,34,0,0,1,1,3,3,2,3,0,0,6,0,0,0,0,1,NA,NA,7.5
167,Owusu Elisha,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,20,0,0,0,71%,0,0,0%,0,0,0,2,7,1,6,28,66,2,2,8,0,0,0,4,8,1,1,4,6,2,0,0,NA,NA,NA,7.6
168,Zizo,Attacker,NA,NA,NA,45,NA,NA,NA,NA,12,0,1,1,63%,4,1,75%,0,3,0,0,0,0,0,19,30,0,0,0,0,2,2,2,5,1,0,3,2,2,1,1,0,NA,NA,7.9
169,Nabil Donga,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,15,0,0,0,65%,0,0,0%,0,0,0,2,5,2,4,23,53,2,1,1,1,2,1,8,11,1,2,9,8,4,1,0,NA,NA,NA,7.3
170,Gimenez Jose Maria,Defender,NA,NA,NA,90,NA,NA,NA,NA,57,0,0,0,88%,1,0,0%,1,0,0,3,0,0,7,65,74,0,0,2,0,0,0,0,3,0,0,5,2,1,1,0,NA,NA,NA,7
171,Seol Youngwoo,Defender,NA,NA,NA,79,NA,NA,NA,NA,21,0,0,0,75%,2,0,50%,1,1,0,1,0,2,1,28,42,1,1,0,1,1,0,4,2,1,0,6,1,1,0,0,1,NA,NA,6.2
172,Kelly Liam,Keeper,0,1,0,90,0,3,1,3,13,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,14,21,28,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,NA,NA,NA,6.7
173,Luckassen Derrick,Defender,NA,NA,NA,90,NA,NA,NA,NA,59,0,0,0,95%,0,0,0%,0,0,0,6,0,0,6,62,67,0,3,1,0,0,0,1,5,0,0,4,1,0,1,0,NA,NA,NA,6.6
174,Providence Ruben,Attacker,NA,NA,NA,74,NA,NA,NA,NA,21,0,0,0,81%,0,0,0%,0,0,0,2,0,0,4,26,40,1,0,2,2,3,3,5,5,1,2,8,2,0,0,0,1,NA,NA,6.2
175,Canobbio Agustin,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,27,0,0,0,71%,0,0,0%,0,0,0,2,0,0,5,38,58,0,3,0,1,0,0,3,6,0,3,9,3,2,0,0,NA,NA,NA,6.5
176,Ndiaye Bara Sapoko,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,40,0,1,1,83%,2,0,100%,0,2,0,0,8,5,2,48,76,0,0,0,1,4,3,7,5,2,1,8,2,0,0,0,NA,1,NA,8
177,Mbatha Thalente,Midfielder,NA,NA,NA,89,NA,NA,NA,NA,19,0,0,0,79%,1,0,0%,1,0,0,0,2,0,0,24,31,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,1,NA,NA,6.5
178,Zerrouki Ramiz,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,20,0,0,0,80%,2,0,0%,2,0,0,0,4,0,0,25,53,1,1,1,5,2,1,9,3,0,0,5,1,0,0,0,1,NA,NA,6.1
179,Garry Rodrigues,Midfielder,NA,NA,NA,52,NA,NA,NA,NA,14,0,0,0,82%,4,2,25%,1,1,0,0,1,1,0,17,29,1,1,0,2,1,1,4,2,0,0,4,0,0,0,0,1,NA,NA,5.9
180,Mohamed Hany,Defender,NA,NA,NA,90,NA,NA,NA,NA,44,0,0,0,88%,1,0,0%,1,0,0,3,0,0,4,50,64,0,3,7,0,0,0,2,7,1,0,4,4,1,0,0,NA,1,NA,6.9
181,Nazon Duckens,Attacker,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,85%,2,1,50%,0,1,0,3,8,0,4,27,50,0,0,0,0,3,1,5,3,2,0,5,1,1,1,0,NA,NA,NA,6.1
182,Jurasek David,Defender,NA,NA,NA,90,NA,NA,NA,NA,20,0,0,0,91%,0,0,0%,0,0,0,0,0,0,2,22,27,2,0,3,0,0,0,3,0,2,1,4,0,0,0,0,NA,NA,NA,5.9
183,Guessand Evann,Attacker,NA,NA,NA,90,NA,NA,NA,NA,11,0,1,1,65%,2,0,50%,1,1,0,1,0,1,1,17,34,5,0,2,1,3,2,9,5,1,0,2,0,0,3,0,NA,NA,NA,8.4
184,Moro Nikola,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,45,0,0,0,85%,2,0,50%,1,1,0,1,0,2,2,53,73,4,2,0,2,0,0,11,8,2,4,6,6,4,0,0,NA,NA,NA,6.9
185,Bindon Tyler,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,77%,1,0,100%,0,1,0,4,0,0,7,30,45,3,2,7,0,0,0,5,4,3,2,4,0,0,2,0,NA,NA,NA,7.1
186,Tchouameni Aurelien,Midfielder,NA,NA,NA,29,NA,NA,NA,NA,8,0,0,0,67%,1,0,100%,0,1,0,2,0,1,2,12,18,1,0,1,0,0,0,3,2,1,0,2,0,0,2,1,0,NA,NA,6.3
187,Seko Ayumu,Defender,NA,NA,NA,90,NA,NA,NA,NA,76,0,0,0,96%,0,0,0%,0,0,0,5,0,0,6,79,96,1,1,1,0,2,2,1,5,0,3,8,0,0,2,0,NA,NA,NA,7.7
188,Baturina Martin,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,19,0,0,0,76%,0,0,0%,0,0,0,1,0,0,2,25,33,0,0,0,0,1,0,2,3,1,0,2,3,3,0,1,0,NA,NA,6.3
189,Duverger Josue,Keeper,0,3,0,90,0,5,3,1,11,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,22,24,32,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,NA,NA,NA,4.3
190,Akliouche Maghnes,Midfielder,NA,NA,NA,78,NA,NA,NA,NA,55,1,0,0,89%,1,0,100%,0,1,0,1,9,1,2,62,82,4,3,0,1,3,2,9,7,2,0,3,2,1,0,0,1,NA,NA,7.4
191,Kone Manu,Midfielder,NA,NA,NA,54,NA,NA,NA,NA,18,0,0,0,100%,1,1,0%,0,0,0,1,0,0,1,18,29,1,0,1,0,0,0,1,4,0,0,5,2,1,2,0,1,NA,NA,6.5
192,Mora Gilberto,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,52,0,0,0,84%,1,0,0%,1,0,0,6,0,1,7,62,75,2,3,1,0,1,1,4,8,2,2,4,2,1,2,0,NA,NA,NA,5.2
193,Godoy Anibal,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,25,0,0,0,86%,1,1,0%,0,0,0,2,0,0,3,29,35,1,2,0,0,0,0,3,4,0,0,3,1,0,1,1,0,NA,NA,5.9
194,Rogers Morgan,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,22,0,0,0,88%,0,0,0%,0,0,0,3,3,1,5,25,43,2,0,0,2,3,3,5,7,0,0,5,1,1,3,0,NA,NA,NA,7.5
195,Stamenic Marko,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,65,0,0,1,90%,1,0,100%,0,1,0,3,3,0,3,72,101,0,0,1,2,3,3,3,9,1,0,8,3,1,3,0,NA,NA,NA,8.3
196,Paik Seungho,Midfielder,NA,NA,NA,59,NA,NA,NA,NA,19,0,0,0,83%,1,0,0%,1,0,0,0,1,0,2,23,31,1,0,0,0,0,0,3,1,1,2,1,1,1,0,0,1,NA,NA,5.9
197,Mudau Khuliso,Defender,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,89%,0,0,0%,0,0,0,2,0,0,4,27,41,1,0,6,0,0,0,3,3,0,3,2,3,1,0,0,NA,NA,NA,5.8
198,Mukau Ngalayel,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,33,0,1,0,70%,0,0,0%,0,0,0,2,0,1,7,47,56,1,3,1,0,1,1,1,6,0,1,3,1,0,1,0,1,NA,NA,6.8
199,Vitinha,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,64,0,0,0,89%,1,1,0%,0,0,0,8,2,0,10,72,83,0,0,0,0,0,0,3,2,2,0,8,0,0,2,0,NA,NA,NA,6.2
200,Hadj Mahmoud Mohamed,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,81%,2,0,50%,1,1,0,0,1,1,0,21,42,2,1,0,4,4,2,10,5,2,1,5,0,0,2,0,NA,1,NA,5.7
201,Tomas Araujo,Defender,NA,NA,NA,90,NA,NA,NA,NA,56,0,0,1,95%,1,0,100%,0,1,0,0,0,0,0,59,68,2,2,3,1,1,1,3,5,0,0,3,2,0,0,0,NA,NA,NA,7.3
202,Steven Moreira,Defender,NA,NA,NA,90,NA,NA,NA,NA,63,0,0,0,89%,0,0,0%,0,0,0,7,1,1,10,71,85,0,0,0,0,2,2,4,3,2,1,8,1,1,0,0,NA,NA,NA,7.2
203,Ali Taha,Attacker,NA,NA,NA,90,NA,NA,NA,NA,55,1,1,1,92%,2,0,50%,1,1,0,0,2,1,0,60,83,0,0,0,1,8,6,4,7,1,1,6,1,1,0,0,NA,NA,NA,8.8
204,Maza Ibrahim,Midfielder,NA,NA,NA,55,NA,NA,NA,NA,20,0,0,0,71%,2,1,0%,1,0,0,0,2,1,3,28,41,1,1,0,0,2,2,1,5,0,1,2,1,1,1,1,0,NA,NA,6.8
205,Gill Orlando,Keeper,0,0,0,90,0,1,1,3,20,NA,NA,NA,,0,0,0%,0,0,0,13,0,0,35,42,48,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,7.2
206,Mejbri Hannibal,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,0,82%,0,0,0%,0,0,0,1,0,0,2,22,33,0,2,0,0,1,0,2,6,1,1,5,2,2,2,0,NA,1,NA,6.4
207,Zidane Luca,Keeper,0,0,0,90,1,0,0,5,15,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,9,20,27,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,5.7
208,Geria Jason,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,1,0,0,79%,0,0,0%,0,0,0,2,5,1,3,29,64,2,0,1,1,5,0,14,5,1,0,9,4,3,1,0,NA,NA,NA,5.4
209,Makhanya Olwethu,Defender,NA,NA,NA,90,NA,NA,NA,NA,31,0,1,0,76%,1,0,0%,1,0,0,4,0,1,6,41,57,0,0,1,0,0,0,2,3,2,1,4,2,2,1,0,NA,NA,NA,7
210,Abdallah Nasib,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,1,1,0,61%,0,0,0%,0,0,0,0,6,1,5,28,52,4,1,1,0,0,0,5,3,0,0,2,2,1,0,0,NA,NA,NA,7
211,El Ouahdi Zakaria,Defender,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,83%,1,1,0%,0,0,0,2,0,1,3,29,50,2,4,13,0,0,0,4,4,2,1,5,0,0,0,0,NA,NA,NA,6.7
212,Cakir Ugurcan,Keeper,0,3,0,90,0,4,2,4,24,NA,NA,NA,,0,0,0%,0,0,0,11,0,0,33,47,57,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,NA,NA,8.2
213,Rodriguez Ricardo,Defender,NA,NA,NA,90,NA,NA,NA,NA,59,0,0,0,94%,0,0,0%,0,0,0,3,2,1,4,63,75,0,3,4,0,0,0,0,6,0,2,4,2,2,1,0,NA,NA,NA,7.3
214,Mechele Brandon,Defender,NA,NA,NA,77,NA,NA,NA,NA,34,0,0,0,89%,0,0,0%,0,0,0,3,8,0,4,38,65,2,1,1,0,2,2,2,5,0,0,4,1,1,1,0,1,NA,NA,6
215,Bardakci Abdulkerim,Defender,NA,NA,NA,90,NA,NA,NA,NA,52,0,0,0,88%,1,0,0%,1,0,0,7,0,0,10,59,67,3,4,3,0,0,0,4,6,1,1,4,2,0,0,0,NA,NA,NA,7
216,Urozov Jakhongir,Defender,NA,NA,NA,90,NA,NA,NA,NA,31,0,0,0,72%,2,1,50%,0,1,0,4,0,0,11,43,63,6,5,8,0,0,0,7,7,2,1,9,2,2,0,0,NA,NA,NA,6.4
217,Malic Arjan,Defender,NA,NA,NA,45,NA,NA,NA,NA,10,0,0,0,100%,0,0,0%,0,0,0,1,0,0,1,10,18,1,0,4,0,0,0,3,1,1,1,2,0,0,1,0,1,1,NA,6.3
218,Kim Jingyu,Midfielder,NA,NA,NA,67,NA,NA,NA,NA,28,0,0,0,80%,3,1,0%,2,0,0,0,3,1,0,35,58,0,0,0,3,3,0,7,4,0,0,3,0,0,4,0,1,NA,NA,5.9
219,Itakura Kou,Defender,NA,NA,NA,90,NA,NA,NA,NA,22,0,0,0,69%,1,0,0%,1,0,0,5,0,0,14,32,42,1,8,7,0,0,0,2,9,2,0,3,0,0,1,0,NA,NA,NA,7.3
220,De Arrascaeta Giorgian,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,78,0,0,0,93%,2,1,0%,1,0,0,3,0,2,4,84,106,0,0,0,3,6,6,5,13,0,1,8,2,2,5,0,NA,NA,NA,7.9
221,Igor Thiago,Attacker,NA,NA,NA,90,NA,NA,NA,NA,37,0,0,0,88%,5,0,40%,3,2,0,3,1,0,4,42,61,1,1,0,3,4,3,5,7,0,0,2,2,2,1,0,NA,NA,NA,7
222,Ederson,Keeper,0,1,0,90,0,2,2,5,15,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,11,25,33,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,4.1
223,Robinson Antonee,Defender,NA,NA,NA,90,NA,NA,NA,NA,37,0,0,0,82%,1,0,0%,1,0,0,2,0,0,7,45,76,1,0,3,0,0,0,1,1,0,1,1,1,0,0,0,NA,NA,NA,4.3
224,Vinicius Junior,Attacker,NA,NA,NA,90,NA,NA,NA,NA,15,0,0,0,71%,1,1,0%,0,0,0,0,0,1,0,21,39,6,3,0,2,1,0,13,10,2,1,0,1,1,6,0,NA,NA,NA,5.8
225,Khalid Alghannam,Attacker,NA,NA,NA,82,NA,NA,NA,NA,10,0,1,1,56%,5,1,60%,1,3,0,1,1,1,4,18,34,0,1,0,0,4,2,7,4,2,0,2,0,0,1,0,1,1,NA,7.8
226,Burn Dan,Defender,NA,NA,NA,90,NA,NA,NA,NA,71,0,0,0,89%,1,0,0%,1,0,0,4,10,1,6,80,118,5,2,1,0,4,2,8,7,0,1,9,2,0,1,0,NA,NA,NA,7.3
227,Ganiev Azizjon,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,16,0,0,1,94%,1,0,100%,0,1,0,1,0,0,1,17,26,1,0,0,0,3,1,3,4,0,0,3,1,1,2,1,0,NA,NA,7.5
228,Saliba William,Defender,NA,NA,NA,90,NA,NA,NA,NA,37,0,1,0,82%,0,0,0%,0,0,0,1,0,1,3,45,53,4,2,4,0,0,0,4,3,1,2,3,1,0,0,0,NA,NA,NA,6.5
229,Francisco Conceicao,Attacker,NA,NA,NA,25,NA,NA,NA,NA,2,0,0,0,50%,1,0,100%,0,1,0,1,5,0,1,4,22,0,0,0,0,7,5,4,6,0,0,0,0,0,1,1,0,NA,NA,6.4
230,Musiala Jamal,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,25,0,0,0,81%,0,0,0%,0,0,0,1,0,0,1,31,46,0,1,3,0,3,1,5,7,2,2,7,3,2,2,0,NA,1,NA,6.5
231,Ahmed Fathy,Midfielder,NA,NA,NA,66,NA,NA,NA,NA,7,0,0,0,64%,0,0,0%,0,0,0,1,1,0,1,11,18,1,1,0,1,0,0,2,2,0,0,5,1,1,0,0,1,NA,NA,5.8
232,Zaid Tahseen,Defender,NA,NA,NA,90,NA,NA,NA,NA,55,0,0,0,92%,0,0,0%,0,0,0,5,3,0,6,60,78,1,0,2,0,0,0,1,1,0,1,6,0,0,1,0,NA,NA,NA,6
