ano_campeonato,rodada,estadio,publico,publico_max,publico_medio_mandante,colocacao_mandante,colocacao_visitante,time_mandante,time_visitante,gols_mandante,gols_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,resultado_mandante,resultado_ultimo_jogo_mandante,saldo_gols_ultimo_jogo_mandante,sequencia_vitoria_mandante,sequencia_derrota_mandante,resultado_ultimo_jogo_visitante,saldo_gols_ultimo_jogo_visitante,sequencia_vitoria_visitante,sequencia_derrota_visitante
2018,9,BMO Field,10298,23018,14345.4,8,15,França,Uzbequistão,3,3,28250000,13850000,0,-1,-1,0,2,1,2,1,0
2018,10,BMO Field,7776,25000,6603.166666666667,11,10,Cabo Verde,Equador,1,3,8200000,30200000,-1,1,2,1,0,0,0,1,0
2018,10,GEHA Field at Arrowhead Stadium,17841,35000,16927.2,6,16,Alemanha,Brasil,1,0,12250000,14150000,1,-0,0,4,0,-1,-2,0,1
2018,10,Estádio Akron,60000,71400,22593.2,9,1,Croácia,Marrocos,0,2,13650000,74500000,-1,-1,-1,0,1,1,1,4,0
2018,11,Gillette Stadium,6637,22600,8219.2,16,5,Panamá,Nova Zelândia,2,0,13850000,24500000,1,-1,-1,0,1,0,0,4,0
2018,11,AT&T Stadium,9323,42372,11314.2,17,6,Gana,Panamá,0,1,13000000,28350000,-1,-1,-1,0,2,0,0,1,0
2018,11,Levi's Stadium,32732,60326,26502.333333333332,20,3,Espanha,Costa do Marfim,2,2,7350000,31500000,0,-0,0,1,0,1,2,2,0
2018,11,NRG Stadium,12806,55000,16095.833333333334,19,13,Egito,Uruguai,3,3,14900000,14500000,0,-1,-1,0,3,0,0,2,0
2018,11,BMO Field,14476,23018,14367.166666666666,4,10,África do Sul,Panamá,5,2,29950000,12450000,1,1,2,2,0,-1,-2,0,2
2018,12,Mercedes-Benz Stadium,36882,43600,29690.333333333332,6,1,França,Egito,1,1,27750000,70950000,0,-0,0,3,0,1,2,6,0
2018,12,BMO Field,4894,25000,6359,13,14,Bósnia e Herzegovina,Paraguai,0,0,7250000,12600000,0,-1,-1,0,2,1,2,1,0
2018,12,GEHA Field at Arrowhead Stadium,19497,35000,17355.5,7,4,Equador,Uruguai,0,0,13250000,49350000,0,-1,-1,0,1,1,1,1,0
2018,12,NRG Stadium,15041,55000,15945.142857142857,18,9,Catar,Japão,1,0,14900000,31900000,1,0,0,1,0,0,0,2,0
2018,12,BMO Field,22119,23018,15474.57142857143,2,20,Bélgica,África do Sul,2,1,30450000,7350000,1,1,3,3,0,0,0,2,0
2018,13,Gillette Stadium,7534,22600,8105,15,17,Áustria,México,1,1,10300000,12950000,0,-0,0,2,0,1,1,2,0
2018,13,Estádio Azteca,26417,37730,11652.42857142857,12,6,África do Sul,Tunísia,1,1,41750000,37600000,0,1,1,1,0,0,0,4,0
2018,13,AT&T Stadium,9176,42372,10957.833333333334,19,4,Suécia,Brasil,2,2,12200000,25150000,0,-1,-2,0,4,1,2,8,0
2018,14,Gillette Stadium,7100,22600,7961.428571428572,15,12,Inglaterra,Catar,0,0,10700000,29750000,0,0,0,3,0,0,0,2,0
2018,14,Mercedes-Benz Stadium,29246,43600,29626.85714285714,7,3,Cabo Verde,Coreia do Sul,3,2,40700000,20100000,1,-0,0,5,0,-1,-2,0,1
2018,14,GEHA Field at Arrowhead Stadium,11119,35000,16464.571428571428,9,13,França,Marrocos,1,2,11600000,14550000,-1,-1,-1,0,1,-0,0,1,0
2018,14,NRG Stadium,24312,55000,16991,17,14,Noruega,Coreia do Sul,4,1,12950000,12650000,1,-0,0,3,0,1,1,1,0
2018,15,BMO Field,4625,25000,6142.25,17,3,Marrocos,Panamá,2,1,9450000,24800000,1,-1,-1,0,2,1,1,10,0
2018,15,BMO Field,17244,23018,15695.75,5,18,Gana,Nova Zelândia,2,0,15650000,6700000,1,-1,-1,0,2,1,1,1,0
2018,15,AT&T Stadium,12907,42372,11236.285714285714,19,8,África do Sul,Egito,1,0,10250000,9950000,1,-1,-1,0,1,1,1,2,0
2018,16,Gillette Stadium,14382,22600,8764,17,4,França,Gana,1,1,8600000,10150000,0,-1,-1,0,1,1,1,1,0
2018,16,Mercedes-Benz Stadium,35776,43600,30395.5,7,19,Inglaterra,Costa do Marfim,3,0,38050000,6900000,1,-1,-1,0,1,-1,-2,0,1
2018,16,AT&T Stadium,9795,42372,11056.125,18,14,Cabo Verde,RD Congo,4,0,10550000,9300000,1,1,1,1,0,1,1,1,0
2018,16,NRG Stadium,15993,55000,16880.11111111111,12,3,Arábia Saudita,Japão,2,2,11350000,18300000,0,1,2,5,0,1,2,1,0
2018,16,Estádio Akron,33516,71400,10018.333333333334,10,8,Espanha,Holanda,1,4,NA,NA,-1,-1,-1,0,1,1,2,1,0
2018,16,Levi's Stadium,11322,20200,21809.777777777777,20,9,Egito,México,1,0,6650000,14450000,1,-1,-2,0,2,1,1,3,0
2018,17,BMO Field,8077,25000,6357.222222222223,10,6,Turquia,Estados Unidos,0,0,9150000,31300000,0,1,1,2,0,1,3,1,0
2018,17,GEHA Field at Arrowhead Stadium,6787,35000,15254.875,14,17,França,Paraguai,1,1,13100000,9950000,0,-1,-3,0,4,0,0,1,0
2018,17,BMO Field,22035,23018,16400.11111111111,4,3,Bósnia e Herzegovina,Catar,0,1,11850000,25200000,-1,-0,0,2,0,1,3,1,0
2018,18,Gillette Stadium,10070,22600,8909.111111111111,17,7,Austrália,Nova Zelândia,2,1,10050000,18050000,1,-0,0,2,0,0,0,3,0
2018,18,GEHA Field at Arrowhead Stadium,16050,35000,15343.222222222223,14,1,Marrocos,Arábia Saudita,1,3,11200000,31000000,-1,0,0,1,0,1,1,2,0
2018,18,NRG Stadium,19100,55000,17102.1,11,10,Portugal,Uzbequistão,1,0,12350000,9450000,1,-0,0,7,0,0,0,3,0
2018,18,BMO Field,22062,23018,16966.3,5,16,República Tcheca,Argélia,3,1,11200000,40750000,1,-1,-1,0,1,-0,0,1,0
2018,18,Mercedes-Benz Stadium,30012,43600,30352.88888888889,6,13,Áustria,África do Sul,1,0,NA,NA,1,-0,0,2,0,-1,-1,0,3
2018,19,BMO Field,4851,25000,6206.6,12,10,Arábia Saudita,Uzbequistão,0,0,9350000,14550000,0,-1,-1,0,1,-1,-3,0,1
2018,19,AT&T Stadium,22061,42372,12278.888888888889,17,2,França,Panamá,3,0,11500000,44100000,1,-0,0,4,0,1,1,1,0
2018,20,Gillette Stadium,4146,22600,8432.8,16,13,Inglaterra,República Tcheca,2,1,8250000,10600000,1,-1,-2,0,1,1,3,5,0
2018,20,Mercedes-Benz Stadium,24882,43600,29805.8,6,12,África do Sul,Brasil,2,0,34450000,11800000,1,1,3,4,0,-1,-3,0,1
2018,20,BMO Field,22452,23018,17465,5,15,México,Colômbia,0,0,17350000,10300000,0,1,3,2,0,0,0,1,0
2018,20,NRG Stadium,18671,55000,17244.727272727272,9,2,África do Sul,Colômbia,0,1,12950000,23700000,-1,-0,0,9,0,1,1,4,0
2018,20,GEHA Field at Arrowhead Stadium,16425,35000,15451.4,17,11,Alemanha,Inglaterra,0,2,12500000,9000000,-1,-1,-3,0,2,0,0,1,0
2018,21,BMO Field,12887,25000,6813.909090909091,10,3,Suécia,Colômbia,2,2,9350000,51500000,0,1,2,2,0,1,1,1,0
2018,21,AT&T Stadium,13577,42372,12408.7,16,4,Áustria,Inglaterra,2,1,11500000,10600000,1,-1,-1,0,1,0,0,6,0
2018,22,AT&T Stadium,13433,42372,12501.818181818182,15,13,Uzbequistão,Equador,2,0,11200000,13850000,1,1,1,1,0,-1,-2,0,2
2018,22,Gillette Stadium,4546,22600,8079.454545454545,16,4,Alemanha,Panamá,1,2,7000000,30900000,-1,-1,-2,0,1,-0,0,6,0
2018,22,GEHA Field at Arrowhead Stadium,13966,35000,15316.363636363636,18,20,Escócia,Coreia do Sul,1,0,10950000,6550000,1,-1,-2,0,4,-1,-1,0,1
2018,23,Estádio Azteca,16083,37000,11728.25,9,4,Alemanha,Bélgica,0,0,35800000,24450000,0,1,3,4,0,1,4,1,0
2018,23,Mercedes-Benz Stadium,24601,43600,29332.636363636364,5,10,Iraque,Uruguai,2,0,28200000,11200000,1,1,1,7,0,1,2,2,0
2018,23,Levi's Stadium,39785,60326,22324.333333333332,19,8,Argentina,Paraguai,2,1,6180000,18300000,1,1,1,1,0,0,0,2,0
2018,23,BMO Field,5061,25000,6667.833333333333,12,15,Escócia,Arábia Saudita,2,1,9150000,11100000,1,-1,-1,0,1,-1,-3,0,1
2018,23,NRG Stadium,13816,55000,16959,14,18,Egito,Argentina,2,0,11600000,12250000,1,-1,-2,0,3,1,1,1,0
2018,23,BMO Field,20852,23018,17747.25,6,1,Bósnia e Herzegovina,Suíça,1,0,18100000,17400000,1,-0,0,1,0,0,0,7,0
2018,24,Mercedes-Benz Stadium,38568,43600,30102.25,3,8,Jordânia,Canadá,1,0,38150000,21400000,1,1,2,8,0,-1,-1,0,1
2018,24,BMO Field,20922,23018,17991.46153846154,6,13,Austrália,Paraguai,3,1,20050000,12700000,1,1,1,2,0,-1,-2,0,1
2018,24,BMO Field,4348,25000,6489.384615384615,9,19,Cabo Verde,Argentina,0,0,8950000,6430000,0,1,1,1,0,1,1,2,0
2018,24,GEHA Field at Arrowhead Stadium,9525,35000,14833.75,18,7,Egito,Japão,0,0,12850000,19700000,0,-1,-2,0,1,-0,0,5,0
2018,25,AT&T Stadium,10343,42372,12321.916666666666,14,9,Marrocos,Paraguai,3,1,11600000,11650000,1,-1,-2,0,2,1,1,3,0
2018,25,Levi's Stadium,32136,60326,23079.076923076922,19,12,República Tcheca,Suíça,2,0,6180000,10350000,1,-0,0,3,0,1,1,4,0
2018,25,Estádio Akron,54288,71400,15570.76923076923,16,4,Croácia,Uruguai,1,1,9700000,47550000,0,-1,-1,0,3,1,2,1,0
2018,25,Gillette Stadium,16981,22600,8821.25,17,1,Alemanha,Costa do Marfim,2,1,8250000,22600000,1,-1,-2,0,1,1,1,9,0
2018,25,NRG Stadium,24951,55000,17573.76923076923,13,3,Argélia,Haiti,1,1,12650000,35900000,0,-1,-1,0,1,1,1,9,0
2018,26,Gillette Stadium,5170,22600,8540.384615384615,16,10,Inglaterra,Curaçao,1,2,9600000,13850000,-1,1,1,1,0,-1,-2,0,1
2018,26,AT&T Stadium,15831,42372,12591.846153846154,11,20,Egito,Arábia Saudita,3,0,13900000,5600000,1,1,2,1,0,-1,-2,0,2
2018,26,GEHA Field at Arrowhead Stadium,18681,35000,15129.692307692309,19,3,Áustria,Catar,0,1,10650000,28650000,-1,-1,-1,0,1,-0,0,10,0
2018,27,BMO Field,22654,23018,18324.5,6,19,Argélia,Costa do Marfim,5,2,17950000,11950000,1,-1,-1,0,1,-1,-1,0,2
2018,27,Estádio Azteca,35654,37000,30529.30769230769,2,7,Catar,Colômbia,3,1,37900000,17300000,1,1,1,11,0,1,1,8,0
2018,27,Levi's Stadium,27485,60326,23393.785714285714,18,17,Portugal,Cabo Verde,3,1,6280000,8250000,1,-1,-1,0,1,-1,-1,0,1
2018,27,NRG Stadium,31626,55000,18577.5,15,4,Suíça,México,0,0,9750000,47750000,0,-1,-1,0,1,1,1,3,0
2018,27,BMO Field,8012,25000,6598.142857142857,13,8,Escócia,Irã,0,0,7700000,24550000,0,-0,0,1,0,0,0,2,0
2018,28,GEHA Field at Arrowhead Stadium,9979,35000,14761.785714285714,19,2,Áustria,Cabo Verde,2,1,10250000,19350000,1,-1,-3,0,3,1,1,2,0
2018,28,Gillette Stadium,10074,22600,8649.92857142857,18,6,Turquia,Argélia,1,0,9350000,16550000,1,-1,-2,0,2,1,3,1,0
2018,28,AT&T Stadium,11443,42372,12509.785714285714,11,13,Portugal,RD Congo,4,0,12050000,8650000,1,-1,-1,0,1,0,0,2,0
2018,29,Gillette Stadium,6280,22600,8491.933333333332,17,18,Canadá,Nova Zelândia,0,1,7750000,11100000,-1,1,1,1,0,-1,-1,0,4
2018,29,Estádio Azteca,35812,37000,30906.64285714286,1,5,Egito,Gana,2,0,35000000,35150000,1,1,2,13,0,0,0,4,0
2018,29,Levi's Stadium,29946,60326,23830.6,13,12,Escócia,Paraguai,0,0,6480000,12600000,0,1,2,2,0,0,0,4,0
2018,29,AT&T Stadium,13481,42372,12574.533333333333,10,19,Senegal,Panamá,4,0,12000000,9650000,1,1,4,1,0,1,1,1,0
2018,29,Estádio Azteca,26428,37000,12563.8,7,11,Costa do Marfim,RD Congo,1,0,26350000,22850000,1,1,1,2,0,-1,-3,0,1
2018,29,BMO Field,20526,23018,18471.266666666666,6,14,Argélia,Canadá,0,0,21150000,8550000,0,-1,-1,0,1,-1,-4,0,1
2018,30,GEHA Field at Arrowhead Stadium,13860,35000,14701.666666666666,19,15,Noruega,Curaçao,2,1,10050000,11350000,1,-1,-4,0,1,1,2,5,0
2018,30,BMO Field,12666,25000,19308.4,10,18,Holanda,Irã,3,0,30800000,10650000,1,-1,-2,0,3,-1,-1,0,1
2018,30,Estádio Azteca,36323,37000,31267.733333333334,1,14,Coreia do Sul,Paraguai,2,1,31100000,6180000,1,1,2,14,0,0,0,3,0
2018,30,BMO Field,5821,25000,6546.333333333333,16,5,Suécia,Canadá,1,1,8750000,8100000,0,-0,0,1,0,-1,-2,0,1
2018,31,AT&T Stadium,8186,42372,12300.25,8,13,Alemanha,Irã,2,1,10250000,13400000,1,-0,0,3,0,-1,-1,0,1
2018,31,Gillette Stadium,13278,22600,8791.0625,18,16,África do Sul,RD Congo,1,0,10800000,8650000,1,-1,-3,0,2,0,0,2,0
2018,31,Levi's Stadium,37394,60326,24678.3125,14,6,Costa do Marfim,Jordânia,2,1,6250000,17950000,1,-1,-1,0,1,-1,-1,0,1
2018,32,Mercedes-Benz Stadium,38938,43600,31747.125,1,7,Áustria,Gana,3,2,45450000,37750000,1,-0,0,16,0,1,3,5,0
2018,32,BMO Field,9423,25000,6726.125,16,9,Bósnia e Herzegovina,Irã,1,2,9050000,30800000,-1,-1,-1,0,1,1,2,2,0
2018,32,GEHA Field at Arrowhead Stadium,25002,35000,15345.4375,18,13,Suíça,Nova Zelândia,1,0,9250000,7030000,1,1,1,2,0,1,1,1,0
2018,32,NRG Stadium,17448,55000,19178.8125,12,17,República Tcheca,Cabo Verde,1,0,14900000,11800000,1,-1,-1,0,1,1,1,1,0
2018,32,BMO Field,16758,23018,18364.1875,6,5,Turquia,Tunísia,0,1,15850000,23200000,-1,-1,-1,0,2,-1,-1,0,1
2018,33,AT&T Stadium,8641,42372,12085,9,8,Áustria,Suíça,2,0,14000000,29300000,1,-1,-1,0,1,1,1,3,0
2018,33,Levi's Stadium,42149,60326,25706,15,2,Catar,Haiti,1,1,6480000,22650000,0,-1,-1,0,1,1,1,4,0
2018,33,BMO Field,5074,25000,6628.941176470588,18,20,Portugal,Iraque,0,1,8500000,3850000,-1,-1,-1,0,2,0,0,1,0
2018,33,Estádio Azteca,12659,37000,12340.941176470587,7,19,Argélia,Austrália,0,1,23750000,11500000,-1,-1,-1,0,1,-1,-1,0,1
2018,33,BMO Field,20488,23018,18489.117647058825,6,1,Cabo Verde,Senegal,1,1,20450000,27200000,0,-1,-1,0,3,1,1,17,0
2018,34,Gillette Stadium,17261,22600,9289.29411764706,17,12,Turquia,Uzbequistão,0,1,11300000,14050000,-1,1,1,1,0,1,1,2,0
2018,34,NRG Stadium,17825,55000,19099.176470588234,11,14,Alemanha,Espanha,2,1,13600000,6780000,1,-0,0,2,0,0,0,1,0
2018,34,Mercedes-Benz Stadium,37430,43600,32081.41176470588,1,10,Portugal,Canadá,3,0,42000000,12550000,1,-0,0,18,0,0,0,1,0
2018,34,GEHA Field at Arrowhead Stadium,22652,35000,15775.235294117647,16,18,Áustria,Costa do Marfim,0,0,9600000,7480000,0,-0,0,4,0,0,0,2,0
2018,35,GEHA Field at Arrowhead Stadium,26005,35000,16343.555555555555,15,3,Senegal,Curaçao,0,1,10050000,41000000,-1,0,0,5,0,1,1,1,0
2018,35,BMO Field,4652,25000,6519.111111111111,19,9,França,Noruega,2,1,8500000,37300000,1,-1,-2,0,4,-1,-1,0,3
2018,35,BMO Field,17313,23018,18423.777777777777,6,10,Bélgica,República Tcheca,1,0,22400000,12200000,1,1,1,2,0,1,1,3,0
2018,35,Lumen Field,25076,NA,6997.833333333333,20,1,França,Cabo Verde,1,1,3050000,44950000,0,-1,-1,0,1,1,3,19,0
2018,36,Mercedes-Benz Stadium,39429,43600,32489.61111111111,1,17,Turquia,Gana,4,0,40500000,8600000,1,-0,0,20,0,1,1,1,0
2018,36,AT&T Stadium,16332,42372,12320.944444444445,7,12,Catar,Jordânia,1,0,12900000,25200000,1,1,1,3,0,1,1,1,0
2018,36,Gillette Stadium,12384,22600,9461.222222222223,18,16,Suíça,Estados Unidos,2,1,11350000,10050000,1,-1,-2,0,2,-1,-1,0,1
2018,36,Levi's Stadium,48824,60326,26990.333333333332,14,20,Alemanha,Austrália,1,0,7080000,3500000,1,-0,0,1,0,0,0,1,0
2018,36,NRG Stadium,16437,55000,18951.277777777777,11,13,Costa do Marfim,Gana,2,0,13400000,11500000,1,-1,-1,0,1,0,0,1,0
2018,37,AT&T Stadium,9632,42372,12179.421052631578,7,15,Suécia,RD Congo,2,2,10750000,7750000,0,1,1,4,0,1,1,2,0
2018,37,BMO Field,4398,25000,6407.473684210527,18,11,Jordânia,Argentina,1,0,9350000,14350000,1,-1,-4,0,1,1,2,1,0
2018,38,Mercedes-Benz Stadium,41256,43600,32951,1,19,Áustria,República Tcheca,3,2,43450000,3280000,1,1,1,22,0,0,0,1,0
2018,38,GEHA Field at Arrowhead Stadium,23451,35000,16717.63157894737,18,10,África do Sul,Curaçao,2,1,7650000,25050000,1,-0,0,1,0,1,1,2,0
2018,38,Gillette Stadium,19992,22600,10015.473684210527,16,5,Marrocos,Coreia do Sul,1,0,11750000,17150000,1,-0,0,2,0,0,0,1,0
2018,38,BMO Field,22365,23018,18631.21052631579,6,9,Alemanha,Argentina,1,0,20450000,12800000,1,-1,-1,0,1,1,1,6,0
2018,38,Levi's Stadium,57223,60326,28581.526315789473,13,15,Argentina,Colômbia,0,0,7980000,8950000,0,-0,0,3,0,-1,-1,0,1
2019,1,NRG Stadium,29215,55000,29215,7,11,Japão,Curaçao,3,2,13600000,39900000,1,0,0,1,0,0,0,1,0
2019,1,Levi's Stadium,12550,60326,12550,2,20,Espanha,Egito,4,0,9000000,9150000,1,0,0,1,0,0,0,1,0
2019,1,Mercedes-Benz Stadium,26701,43600,26701,1,19,Holanda,Argentina,4,0,61250000,7250000,1,0,0,1,0,0,0,1,0
2019,1,AT&T Stadium,12839,42372,12839,3,18,Áustria,Curaçao,4,1,17300000,9600000,1,0,0,1,0,0,0,1,0
2019,1,Gillette Stadium,8231,22600,8231,6,16,Irã,Paraguai,2,0,11450000,17450000,1,0,0,1,0,0,0,1,0
2019,1,BMO Field,10531,23018,10531,8,13,Estados Unidos,Colômbia,2,1,20900000,5700000,1,0,0,1,0,0,0,1,0
2019,2,BC Place,15735,20000,15735,20,1,Marrocos,RD Congo,1,1,7600000,27450000,0,-1,-4,0,1,1,4,2,0
2019,2,Levi's Stadium,20578,60000,20578,19,3,Gana,Uruguai,2,1,7100000,17900000,1,-1,-4,0,1,1,3,2,0
2019,3,Mercedes-Benz Stadium,31549,43600,29125,4,13,Croácia,Paraguai,1,0,49750000,29050000,1,-0,0,3,0,1,1,1,0
2019,3,Gillette Stadium,6433,22600,7332,8,6,Bélgica,Irã,1,1,11850000,12100000,0,-1,-1,0,1,-1,-1,0,1
2019,3,BC Place,10313,20000,13024,18,3,Arábia Saudita,Estados Unidos,0,0,8100000,68000000,0,0,0,1,0,1,1,3,0
2019,3,NRG Stadium,18673,55000,23944,9,17,Áustria,Brasil,1,0,15200000,4600000,1,-1,-1,0,1,0,0,1,0
2019,3,Levi's Stadium,16815,60326,14682.5,5,2,Estados Unidos,México,1,2,8000000,20550000,-1,-1,-1,0,1,1,1,3,0
2019,4,Levi's Stadium,40877,60326,30727.5,16,3,México,Argentina,0,1,7200000,26000000,-1,-1,-1,0,1,0,0,4,0
2019,4,AT&T Stadium,11087,42372,11963,8,5,Curaçao,Brasil,1,0,14250000,13800000,1,-0,0,1,0,1,1,1,0
2019,4,Estádio Azteca,12952,37000,11758,4,20,Alemanha,Egito,3,0,65000000,11150000,1,-0,0,4,0,0,0,1,0
2019,5,BMO Field,13616,23018,16171.666666666666,4,7,Holanda,Coreia do Sul,2,1,25900000,65000000,1,-1,-2,0,1,1,1,2,0
2019,5,Levi's Stadium,17506,60326,15623.666666666666,14,18,Bélgica,Iraque,2,1,9650000,31750000,1,-1,-1,0,3,-0,0,1,0
2019,5,Estádio Azteca,32501,37500,30250.333333333332,1,2,Arábia Saudita,Uruguai,4,0,43750000,25400000,1,1,2,5,0,1,3,5,0
2019,5,AT&T Stadium,19409,42372,14445,6,12,Alemanha,Noruega,0,2,12200000,27650000,-1,1,1,2,0,0,0,3,0
2019,5,Gillette Stadium,6765,22600,7143,13,16,Argélia,Marrocos,1,3,9100000,7550000,-1,-1,-1,0,1,-1,-1,0,2
2019,6,BC Place,9168,20000,11738.666666666666,18,6,Suécia,Uruguai,1,0,9450000,10050000,1,-1,-2,0,1,1,1,2,0
2019,6,BMO Field,18039,18628,20150.333333333332,15,16,Inglaterra,Paraguai,1,2,27250000,12800000,-1,-1,-3,0,2,-1,-2,0,2
2019,6,Levi's Stadium,28148,60326,29867.666666666668,14,20,Alemanha,Suíça,1,1,8100000,10050000,0,1,2,1,0,0,0,1,0
2019,6,NRG Stadium,21969,55000,23285.666666666668,11,13,Suíça,Argentina,3,2,15500000,16450000,1,-0,0,1,0,1,3,1,0
2019,6,Estádio Akron,33143,60000,18153.333333333332,7,1,Japão,Colômbia,0,1,18800000,50000000,-1,-1,-1,0,1,1,4,6,0
2019,7,Gillette Stadium,10615,22600,8011,13,1,Senegal,Colômbia,1,2,12800000,49750000,-1,1,1,1,0,1,1,7,0
2019,7,AT&T Stadium,12548,42372,13970.75,12,15,Portugal,República Tcheca,3,0,17050000,28950000,1,-1,-1,0,2,-1,-1,0,1
2019,7,BMO Field,14116,23018,15657.75,2,17,Suíça,Catar,4,0,29400000,8500000,1,-1,-1,0,1,1,1,1,0
2019,7,Levi's Stadium,50809,60326,24420,9,5,Áustria,Colômbia,0,1,8950000,26400000,-1,1,1,2,0,0,0,1,0
2019,7,Estádio Azteca,8517,37500,29609.75,4,16,Costa do Marfim,Austrália,1,1,33500000,25000000,0,-1,-1,0,1,-1,-1,0,3
2019,8,BC Place,11602,20000,11704.5,17,8,RD Congo,Coreia do Sul,1,2,9100000,17800000,-1,-1,-4,0,1,1,1,1,0
2019,8,Mercedes-Benz Stadium,37086,43600,31959.25,1,10,Bósnia e Herzegovina,Brasil,1,0,46950000,17550000,1,1,1,8,0,1,3,1,0
2019,8,Levi's Stadium,15566,60326,22649.2,11,7,Turquia,Curaçao,0,0,9300000,15050000,0,-1,-1,0,1,1,1,3,0
2019,9,BMO Field,19761,23018,16478.4,3,9,Escócia,Austrália,1,1,29400000,28100000,0,-1,-2,0,1,-0,0,2,0
2019,9,Estádio Akron,37673,70000,16898.2,19,6,Catar,Uruguai,0,2,9100000,52500000,-1,-1,-1,0,2,-0,0,3,0
2019,9,Levi's Stadium,17099,60326,26675.5,17,14,Croácia,França,2,1,7750000,26000000,1,-1,-1,0,2,0,0,2,0
2019,9,Mercedes-Benz Stadium,31946,43600,31956.6,1,20,Croácia,República Tcheca,2,0,46950000,4600000,1,1,1,9,0,0,0,1,0
2019,9,Gillette Stadium,6257,22600,7660.2,16,15,Suíça,Panamá,1,1,12300000,28850000,0,-1,-2,0,2,0,0,1,0
2019,10,Levi's Stadium,24864,60326,26313.2,14,20,Equador,Paraguai,2,0,7450000,6050000,1,1,1,1,0,-1,-2,0,1
2019,10,Gillette Stadium,2600,22600,6816.833333333333,17,5,Egito,Uzbequistão,1,2,13150000,13250000,-1,0,0,1,0,0,0,1,0
2019,10,AT&T Stadium,14063,42372,13989.2,12,4,França,Estados Unidos,1,0,18950000,16850000,1,-1,-1,0,2,1,2,1,0
2019,11,BC Place,7845,20000,15389.333333333334,19,12,Iraque,Equador,0,4,8600000,10500000,-1,-1,-1,0,4,1,1,1,0
2019,11,BMO Field,16043,23018,16405.833333333332,4,13,Gana,RD Congo,2,2,20900000,7800000,0,1,1,2,0,1,2,2,0
2019,11,Levi's Stadium,32287,60326,24255.5,14,1,Alemanha,Uzbequistão,2,0,8300000,49750000,1,-0,0,1,0,-0,0,11,0
2019,11,NRG Stadium,19040,55000,22446.666666666668,11,16,Escócia,Iraque,0,0,16550000,12000000,0,-1,-1,0,2,0,0,1,0
2019,12,BC Place,11918,20000,14893.42857142857,19,11,Costa do Marfim,Catar,0,0,8550000,29250000,0,-1,-4,0,5,-0,0,4,0
2019,12,Levi's Stadium,41546,60326,28852,14,5,África do Sul,Equador,1,3,8200000,42250000,-1,-0,0,3,0,0,0,2,0
2019,12,Mercedes-Benz Stadium,37754,43600,32922.833333333336,1,15,Áustria,Portugal,1,1,40700000,17550000,0,-1,-2,0,1,1,1,1,0
2019,12,Gillette Stadium,5780,22600,6668.714285714285,18,12,Suíça,Equador,0,0,13250000,16100000,0,-1,-4,0,2,0,0,1,0
2019,13,NRG Stadium,43642,55000,25474.571428571428,12,3,Gana,México,3,0,13200000,56400000,1,-0,0,2,0,1,1,7,0
2019,13,Levi's Stadium,38421,60326,26279.14285714286,13,14,Noruega,Argélia,2,1,8500000,7650000,1,-1,-1,0,1,-1,-2,0,1
2019,13,AT&T Stadium,21526,42372,15245.333333333334,8,6,Portugal,Costa do Marfim,0,1,19350000,38750000,-1,1,2,3,0,1,1,6,0
2019,13,BMO Field,13181,23018,15945.142857142857,5,16,Suíça,Tunísia,2,0,24500000,24500000,1,-0,0,4,0,-1,-2,0,1
2019,14,BC Place,9924,20000,14272.25,19,14,Suécia,Cabo Verde,0,2,9950000,7750000,-1,-0,0,2,0,-1,-1,0,2
2019,14,Levi's Stadium,21428,60326,25672.75,11,17,Suécia,Haiti,4,1,7350000,11650000,1,1,1,1,0,-0,0,2,0
2019,14,Mercedes-Benz Stadium,34275,43600,33116,2,10,Bélgica,Cabo Verde,2,2,54750000,13700000,0,-0,0,2,0,1,3,3,0
2019,14,BMO Field,19081,23018,16337.125,4,16,Noruega,Gana,2,1,23800000,18650000,1,1,2,5,0,1,1,1,0
2019,15,NRG Stadium,28866,55000,25898.5,10,13,Áustria,Irã,1,1,13450000,8250000,0,-0,0,4,0,-1,-1,0,2
2019,15,Levi's Stadium,38519,60326,30233,12,8,França,Colômbia,0,1,8700000,18850000,-1,1,2,1,0,0,0,1,0
2019,15,Gillette Stadium,7027,22600,6713.5,18,20,RD Congo,Brasil,1,0,12350000,5650000,1,-1,-3,0,1,0,0,1,0
2019,15,AT&T Stadium,15644,42372,15302.285714285714,11,4,Suécia,México,1,0,18350000,25000000,1,-1,-1,0,2,1,1,6,0
2019,15,Estádio Akron,65418,67000,21629.25,15,3,Curaçao,Paraguai,1,4,15000000,67300000,-1,1,1,4,0,1,2,1,0
2019,16,BC Place,8715,20000,13654.777777777777,19,16,Espanha,Senegal,1,1,6850000,18750000,0,1,1,1,0,1,2,2,0
2019,16,Levi's Stadium,49986,60326,28374.222222222223,11,2,Croácia,Curaçao,0,3,9250000,66900000,-1,-1,-1,0,1,1,3,2,0
2019,16,Mercedes-Benz Stadium,27956,43600,32471,3,18,Brasil,Nova Zelândia,3,0,52000000,35950000,1,-0,0,4,0,-1,-1,0,2
2019,16,BMO Field,22401,23018,17010.88888888889,5,10,RD Congo,Tunísia,0,1,19400000,13750000,-1,-1,-1,0,1,0,0,5,0
