ano,pais,gols_acumulados_ano_anterior,titulos_outros_acumulados_ano_anterior,ganhou_fifa
1986,Slovenia,0,0,0
1986,Spain,110,2,0
1986,Sweden,205,6,0
1986,Switzerland,77,1,0
1986,Turkey,47,2,0
1986,Ukraine,0,0,0
1986,Wales,140,4,0
1986,Yugoslavia,147,5,0
1987,Albania,25,1,0
1987,Austria,103,0,0
1987,Belgium,128,0,0
1987,Bulgaria,116,2,0
1987,Croatia,0,0,0
1987,Czech Republic,0,0,0
1987,Czechoslovakia,160,3,0
1987,Denmark,211,7,0
1987,England,277,8,0
1987,Finland,111,1,0
1987,France,131,1,0
1987,Georgia,0,0,0
1987,Germany,188,2,0
1987,Greece,85,2,0
1987,Hungary,141,1,0
1987,Iceland,24,0,0
1987,Italy,119,4,0
1987,Latvia,0,0,0
1987,Netherlands,143,1,0
1987,North Macedonia,0,0,0
1987,Northern Ireland,139,4,0
1987,Norway,139,5,0
1987,Poland,103,0,0
1987,Portugal,104,2,0
1987,Republic of Ireland,78,0,0
1987,Romania,129,3,0
1987,Russia,188,3,0
1987,Scotland,207,11,0
1987,Serbia,0,0,0
1987,Slovakia,0,0,0
1987,Slovenia,0,0,0
1987,Spain,121,3,0
1987,Sweden,208,6,0
1987,Switzerland,80,1,0
1987,Turkey,47,2,0
1987,Ukraine,0,0,0
1987,Wales,141,4,0
1987,Yugoslavia,151,5,0
1988,Albania,26,1,0
1988,Austria,106,0,0
1988,Belgium,132,0,0
1988,Bulgaria,120,2,0
1988,Croatia,0,0,0
1988,Czech Republic,0,0,0
1988,Czechoslovakia,164,3,0
1988,Denmark,214,7,0
1988,England,291,8,0
1988,Finland,114,1,0
1988,France,135,1,0
1988,Georgia,0,0,0
1988,Germany,188,2,0
1988,Greece,87,2,0
1988,Hungary,151,1,0
1988,Iceland,27,0,0
1988,Italy,125,4,0
1988,Latvia,0,0,0
1988,Netherlands,151,1,1
1988,North Macedonia,0,0,0
1988,Northern Ireland,141,4,0
1988,Norway,143,5,0
1988,Poland,109,0,0
1988,Portugal,105,2,0
1988,Republic of Ireland,82,0,0
1988,Romania,138,3,0
1988,Russia,192,3,0
1988,Scotland,211,11,0
1988,Serbia,0,0,0
1988,Slovakia,0,0,0
1988,Slovenia,0,0,0
1988,Spain,132,3,0
1988,Sweden,211,6,0
1988,Switzerland,81,1,0
1988,Turkey,49,2,0
1988,Ukraine,0,0,0
1988,Wales,147,4,0
1988,Yugoslavia,160,6,0
1989,Albania,27,1,0
1989,Austria,110,0,0
1989,Belgium,133,0,0
1989,Bulgaria,122,2,0
1989,Croatia,0,0,0
1989,Czech Republic,0,0,0
1989,Czechoslovakia,164,3,0
1989,Denmark,218,7,0
1989,England,294,9,0
1989,Finland,116,1,0
1989,France,140,1,0
1989,Georgia,0,0,0
1989,Germany,199,2,0
1989,Greece,88,2,0
1989,Hungary,152,1,0
1989,Iceland,29,0,0
1989,Italy,129,4,0
1989,Latvia,0,0,0
1989,Netherlands,160,1,0
1989,North Macedonia,0,0,0
1989,Northern Ireland,141,4,0
1989,Norway,144,5,0
1989,Poland,110,0,0
1989,Portugal,105,2,0
1989,Republic of Ireland,84,0,0
1989,Romania,144,3,0
1989,Russia,202,3,0
1989,Scotland,214,11,0
1989,Serbia,0,0,0
1989,Slovakia,0,0,0
1989,Slovenia,0,0,0
1989,Spain,141,4,0
1989,Sweden,216,7,0
1989,Switzerland,84,2,0
1989,Turkey,52,2,0
1989,Ukraine,0,0,0
1989,Wales,149,4,0
1989,Yugoslavia,164,6,0
1990,Albania,29,1,0
1990,Austria,112,0,0
1990,Belgium,141,0,0
1990,Bulgaria,126,2,0
1990,Croatia,0,0,0
1990,Czech Republic,0,0,0
1990,Czechoslovakia,171,3,0
1990,Denmark,231,7,0
1990,England,306,10,0
1990,Finland,118,1,0
1990,France,144,1,0
1990,Georgia,0,0,0
1990,Germany,208,2,0
1990,Greece,90,2,0
1990,Hungary,156,1,0
1990,Iceland,33,0,0
1990,Italy,129,4,0
1990,Latvia,0,0,0
1990,Netherlands,167,1,0
1990,North Macedonia,0,0,0
1990,Northern Ireland,142,4,0
1990,Norway,147,5,0
1990,Poland,113,0,0
1990,Portugal,112,2,0
1990,Republic of Ireland,90,0,0
1990,Romania,148,3,0
1990,Russia,206,3,0
1990,Scotland,218,11,0
1990,Serbia,0,0,0
1990,Slovakia,0,0,0
1990,Slovenia,0,0,0
1990,Spain,149,5,0
1990,Sweden,223,7,0
1990,Switzerland,88,2,0
1990,Turkey,56,2,0
1990,Ukraine,0,0,0
1990,Wales,151,4,0
1990,Yugoslavia,170,6,0
1991,Albania,29,1,0
1991,Austria,113,0,0
1991,Belgium,143,0,0
1991,Bulgaria,130,2,0
1991,Croatia,0,0,0
1991,Czech Republic,0,0,0
1991,Czechoslovakia,177,3,0
1991,Denmark,232,7,0
1991,England,313,10,0
1991,Finland,118,1,0
1991,France,149,1,0
1991,Georgia,0,0,0
1991,Germany,216,3,0
1991,Greece,90,2,0
1991,Hungary,157,1,0
1991,Iceland,37,0,0
1991,Italy,136,4,0
1991,Latvia,0,0,0
1991,Netherlands,171,1,0
1991,North Macedonia,0,0,0
1991,Northern Ireland,143,4,0
1991,Norway,147,5,0
1991,Poland,114,0,0
1991,Portugal,113,2,0
1991,Republic of Ireland,98,0,0
1991,Romania,151,3,0
1991,Russia,208,3,0
1991,Scotland,225,11,0
1991,Serbia,0,0,0
1991,Slovakia,0,0,0
1991,Slovenia,0,0,0
1991,Spain,165,6,0
1991,Sweden,224,7,0
1991,Switzerland,91,2,0
1991,Turkey,56,2,0
1991,Ukraine,0,0,0
1991,Wales,154,4,0
1991,Yugoslavia,181,6,0
1992,Albania,31,1,0
1992,Austria,115,0,0
1992,Belgium,144,0,0
1992,Bulgaria,134,2,0
1992,Croatia,0,0,0
1992,Czech Republic,0,0,0
1992,Czechoslovakia,184,3,0
1992,Denmark,241,7,1
1992,England,317,10,0
1992,Finland,120,1,0
1992,France,164,1,0
1992,Georgia,0,0,0
1992,Germany,222,3,0
1992,Greece,96,2,0
1992,Hungary,161,1,0
1992,Iceland,40,0,0
1992,Italy,144,4,0
1992,Latvia,0,0,0
1992,Netherlands,177,2,0
1992,North Macedonia,0,0,0
1992,Northern Ireland,147,4,0
1992,Norway,150,5,0
1992,Poland,121,0,0
1992,Portugal,117,2,0
1992,Republic of Ireland,105,0,0
1992,Romania,154,3,0
1992,Russia,217,3,0
1992,Scotland,228,11,0
1992,Serbia,0,0,0
1992,Slovakia,0,0,0
1992,Slovenia,0,0,0
1992,Spain,169,6,0
1992,Sweden,230,7,0
1992,Switzerland,96,2,0
1992,Turkey,57,2,0
1992,Ukraine,0,0,0
1992,Wales,157,4,0
1992,Yugoslavia,188,6,0
1993,Albania,32,1,0
1993,Austria,115,0,0
1993,Belgium,149,0,0
1993,Bulgaria,139,2,0
1993,Croatia,0,0,0
1993,Czech Republic,0,0,0
1993,Czechoslovakia,186,3,0
1993,Denmark,248,7,0
1993,England,323,10,0
1993,Finland,121,1,0
1993,France,170,1,0
1993,Georgia,0,0,0
1993,Germany,229,3,0
1993,Greece,98,2,0
1993,Hungary,162,1,0
1993,Iceland,42,0,0
1993,Italy,148,4,0
1993,Latvia,1,0,0
1993,Netherlands,189,3,0
1993,North Macedonia,0,0,0
1993,Northern Ireland,150,4,0
1993,Norway,153,5,0
1993,Poland,124,0,0
1993,Portugal,117,2,0
1993,Republic of Ireland,113,1,0
1993,Romania,160,3,0
1993,Russia,219,3,0
1993,Scotland,232,11,0
1993,Serbia,0,0,0
1993,Slovakia,0,0,0
1993,Slovenia,0,0,0
1993,Spain,177,6,0
1993,Sweden,239,7,0
1993,Switzerland,101,2,0
1993,Turkey,58,2,0
1993,Ukraine,0,0,0
1993,Wales,158,4,0
1993,Yugoslavia,188,6,0
1994,Albania,35,1,0
1994,Austria,124,0,0
1994,Belgium,150,0,0
1994,Bulgaria,149,2,0
1994,Croatia,0,0,0
1994,Czech Republic,8,0,0
1994,Czechoslovakia,186,3,0
1994,Denmark,258,7,0
1994,England,332,10,0
1994,Finland,126,1,0
1994,France,177,1,0
1994,Georgia,0,0,0
1994,Germany,231,4,0
1994,Greece,101,2,0
1994,Hungary,163,1,0
1994,Iceland,45,0,0
1994,Italy,155,4,0
1994,Latvia,2,0,0
1994,Netherlands,199,3,0
1994,North Macedonia,0,0,0
1994,Northern Ireland,158,4,0
1994,Norway,163,5,0
1994,Poland,127,0,0
1994,Portugal,125,2,0
1994,Republic of Ireland,123,1,0
1994,Romania,166,4,0
1994,Russia,227,3,0
1994,Scotland,234,11,0
1994,Serbia,0,0,0
1994,Slovakia,0,0,0
1994,Slovenia,0,0,0
1994,Spain,189,6,0
1994,Sweden,247,7,0
1994,Switzerland,104,2,0
1994,Turkey,64,2,0
1994,Ukraine,0,0,0
1994,Wales,164,4,0
1994,Yugoslavia,188,6,0
1995,Albania,37,1,0
1995,Austria,125,0,0
1995,Belgium,156,0,0
1995,Bulgaria,161,2,0
1995,Croatia,2,0,0
1995,Czech Republic,8,0,0
1995,Czechoslovakia,186,3,0
1995,Denmark,262,7,0
1995,England,332,10,0
1995,Finland,126,1,0
1995,France,177,1,0
1995,Georgia,6,0,0
1995,Germany,240,4,0
1995,Greece,106,3,0
1995,Hungary,165,1,0
1995,Iceland,45,0,0
1995,Italy,162,4,0
1995,Latvia,3,0,0
1995,Netherlands,202,3,0
1995,North Macedonia,2,0,0
1995,Northern Ireland,161,4,0
1995,Norway,164,5,0
1995,Poland,127,0,0
1995,Portugal,131,2,0
1995,Republic of Ireland,131,1,0
1995,Romania,172,4,0
1995,Russia,229,3,0
1995,Scotland,237,11,0
1995,Serbia,0,0,0
1995,Slovakia,2,0,0
1995,Slovenia,2,1,0
1995,Spain,203,6,0
1995,Sweden,261,7,0
1995,Switzerland,115,2,0
1995,Turkey,72,2,0
1995,Ukraine,0,0,0
1995,Wales,166,4,0
1995,Yugoslavia,188,6,0
1996,Albania,39,1,0
1996,Austria,142,0,0
1996,Belgium,163,0,0
1996,Bulgaria,173,2,0
1996,Croatia,11,0,0
1996,Czech Republic,14,0,0
1996,Czechoslovakia,186,3,0
1996,Denmark,267,7,0
1996,England,332,10,0
1996,Finland,129,1,0
1996,France,185,1,0
1996,Georgia,12,0,0
1996,Germany,254,4,1
1996,Greece,108,3,0
1996,Hungary,170,1,0
1996,Iceland,48,0,0
1996,Italy,169,4,0
1996,Latvia,11,0,0
1996,Netherlands,208,4,0
1996,North Macedonia,2,0,0
1996,Northern Ireland,170,4,0
1996,Norway,165,5,0
1996,Poland,135,0,0
1996,Portugal,139,2,0
1996,Republic of Ireland,137,1,0
1996,Romania,177,4,0
1996,Russia,243,3,0
1996,Scotland,239,11,0
1996,Serbia,0,0,0
1996,Slovakia,6,0,0
1996,Slovenia,6,1,0
1996,Spain,208,6,0
1996,Sweden,265,7,0
1996,Switzerland,123,2,0
1996,Turkey,80,2,0
1996,Ukraine,4,0,0
1996,Wales,170,4,0
1996,Yugoslavia,188,6,0
1997,Albania,39,1,0
1997,Austria,145,0,0
1997,Belgium,165,0,0
1997,Bulgaria,176,2,0
1997,Croatia,18,0,0
1997,Czech Republic,22,0,0
1997,Czechoslovakia,186,3,0
1997,Denmark,275,7,0
1997,England,344,10,0
1997,Finland,131,1,0
1997,France,190,1,0
1997,Georgia,12,0,0
1997,Germany,265,4,0
1997,Greece,112,3,0
1997,Hungary,171,1,0
1997,Iceland,50,0,0
1997,Italy,173,4,0
1997,Latvia,13,0,0
1997,Netherlands,224,4,0
1997,North Macedonia,3,0,0
1997,Northern Ireland,173,4,0
1997,Norway,169,5,0
1997,Poland,136,0,0
1997,Portugal,149,2,0
1997,Republic of Ireland,140,1,0
1997,Romania,185,4,0
1997,Russia,253,4,0
1997,Scotland,243,11,0
1997,Serbia,1,0,0
1997,Slovakia,7,0,0
1997,Slovenia,14,1,0
1997,Spain,218,6,0
1997,Sweden,267,7,0
1997,Switzerland,127,2,0
1997,Turkey,81,2,0
1997,Ukraine,7,0,0
1997,Wales,172,4,0
1997,Yugoslavia,188,6,0
1998,Albania,45,1,0
1998,Austria,149,0,0
1998,Belgium,177,0,0
1998,Bulgaria,179,2,0
1998,Croatia,31,0,0
1998,Czech Republic,27,0,0
1998,Czechoslovakia,186,3,0
1998,Denmark,283,7,0
1998,England,351,10,0
1998,Finland,135,1,0
1998,France,192,1,0
1998,Georgia,16,0,0
1998,Germany,278,4,0
1998,Greece,115,3,0
1998,Hungary,175,1,0
1998,Iceland,52,0,0
1998,Italy,181,4,0
1998,Latvia,16,0,0
1998,Netherlands,227,4,0
1998,North Macedonia,9,0,0
1998,Northern Ireland,175,4,0
1998,Norway,180,5,0
1998,Poland,143,1,0
1998,Portugal,153,2,0
1998,Republic of Ireland,149,1,0
1998,Romania,195,4,0
1998,Russia,261,5,0
1998,Scotland,248,11,0
1998,Serbia,20,0,0
1998,Slovakia,11,0,0
1998,Slovenia,18,1,0
1998,Spain,222,6,0
1998,Sweden,270,7,0
1998,Switzerland,131,2,0
1998,Turkey,90,2,0
1998,Ukraine,12,0,0
1998,Wales,179,4,0
1998,Yugoslavia,188,6,0
1999,Albania,49,1,0
1999,Austria,150,0,0
1999,Belgium,177,0,0
1999,Bulgaria,180,2,0
1999,Croatia,41,0,0
1999,Czech Republic,27,0,0
1999,Czechoslovakia,186,3,0
1999,Denmark,286,7,0
1999,England,353,10,0
1999,Finland,138,1,0
1999,France,201,2,0
1999,Georgia,22,0,0
1999,Germany,280,4,0
1999,Greece,120,3,0
1999,Hungary,177,1,0
1999,Iceland,57,0,0
1999,Italy,188,4,0
1999,Latvia,23,0,0
1999,Netherlands,230,4,0
1999,North Macedonia,11,0,0
1999,Northern Ireland,176,4,0
1999,Norway,186,5,0
1999,Poland,146,1,0
1999,Portugal,159,2,0
1999,Republic of Ireland,151,1,0
1999,Romania,199,4,0
1999,Russia,265,5,0
1999,Scotland,249,11,0
1999,Serbia,24,1,0
1999,Slovakia,16,1,0
1999,Slovenia,26,1,0
1999,Spain,228,6,0
1999,Sweden,273,7,0
1999,Switzerland,132,2,0
1999,Turkey,95,2,0
1999,Ukraine,15,0,0
1999,Wales,181,4,0
1999,Yugoslavia,188,6,0
2000,Albania,55,1,0
2000,Austria,151,0,0
2000,Belgium,177,0,0
2000,Bulgaria,181,2,0
2000,Croatia,45,0,0
2000,Czech Republic,32,0,0
2000,Czechoslovakia,186,3,0
2000,Denmark,294,7,0
2000,England,359,10,0
2000,Finland,146,1,0
2000,France,206,2,1
2000,Georgia,29,0,0
2000,Germany,291,4,0
2000,Greece,131,4,0
2000,Hungary,177,1,0
2000,Iceland,60,0,0
2000,Italy,196,4,0
2000,Latvia,32,0,0
2000,Netherlands,230,4,0
2000,North Macedonia,16,0,0
2000,Northern Ireland,177,4,0
2000,Norway,202,5,0
2000,Poland,149,1,0
2000,Portugal,164,2,0
2000,Republic of Ireland,156,1,0
2000,Romania,207,4,0
2000,Russia,270,5,0
2000,Scotland,253,11,0
2000,Serbia,34,1,0
2000,Slovakia,18,1,0
2000,Slovenia,37,1,0
2000,Spain,240,6,0
2000,Sweden,277,7,0
2000,Switzerland,137,2,0
2000,Turkey,103,2,0
2000,Ukraine,20,0,0
2000,Wales,181,4,0
2000,Yugoslavia,188,6,0
2001,Albania,58,1,0
2001,Austria,152,0,0
2001,Belgium,183,0,0
2001,Bulgaria,182,2,0
2001,Croatia,46,0,0
2001,Czech Republic,40,0,0
2001,Czechoslovakia,186,3,0
2001,Denmark,298,7,0
2001,England,364,10,0
2001,Finland,151,1,0
2001,France,219,2,0
2001,Georgia,30,0,0
2001,Germany,295,4,0
2001,Greece,132,4,0
2001,Hungary,179,1,0
2001,Iceland,65,1,0
2001,Italy,212,4,0
2001,Latvia,32,0,0
2001,Netherlands,245,4,0
2001,North Macedonia,16,0,0
2001,Northern Ireland,178,4,0
2001,Norway,206,5,0
2001,Poland,152,1,0
2001,Portugal,177,2,0
2001,Republic of Ireland,159,1,0
2001,Romania,214,4,0
2001,Russia,271,5,0
2001,Scotland,255,11,0
2001,Serbia,42,1,0
2001,Slovakia,20,1,0
2001,Slovenia,43,1,0
2001,Spain,248,6,0
2001,Sweden,282,7,0
2001,Switzerland,139,2,0
2001,Turkey,107,2,0
2001,Ukraine,22,0,0
2001,Wales,182,4,0
2001,Yugoslavia,188,6,0
2002,Albania,60,1,0
2002,Austria,152,0,0
2002,Belgium,192,0,0
2002,Bulgaria,190,2,0
2002,Croatia,52,0,0
2002,Czech Republic,52,0,0
2002,Czechoslovakia,186,3,0
2002,Denmark,309,7,0
2002,England,380,10,0
2002,Finland,162,2,0
2002,France,219,2,0
2002,Georgia,36,0,0
2002,Germany,311,4,0
2002,Greece,138,4,0
2002,Hungary,184,1,0
2002,Iceland,70,1,0
2002,Italy,217,4,0
2002,Latvia,35,0,0
2002,Netherlands,247,4,0
2002,North Macedonia,21,0,0
2002,Northern Ireland,186,4,0
2002,Norway,211,5,0
2002,Poland,161,1,0
2002,Portugal,180,2,0
2002,Republic of Ireland,161,1,0
2002,Romania,224,5,0
2002,Russia,279,5,0
2002,Scotland,259,11,0
2002,Serbia,50,2,0
2002,Slovakia,26,1,0
2002,Slovenia,52,1,0
2002,Spain,252,6,0
2002,Sweden,289,7,0
2002,Switzerland,141,2,0
2002,Turkey,121,3,0
2002,Ukraine,27,0,0
2002,Wales,187,4,0
2002,Yugoslavia,188,6,0
2003,Albania,63,1,0
2003,Austria,152,0,0
2003,Belgium,195,0,0
2003,Bulgaria,194,2,0
2003,Croatia,54,0,0
2003,Czech Republic,54,0,0
2003,Czechoslovakia,186,3,0
2003,Denmark,313,7,0
2003,England,388,10,0
2003,Finland,166,3,0
2003,France,224,2,0
2003,Georgia,37,0,0
2003,Germany,312,4,0
2003,Greece,138,4,0
2003,Hungary,186,1,0
2003,Iceland,70,1,0
2003,Italy,220,4,0
2003,Latvia,36,0,0
2003,Netherlands,250,4,0
2003,North Macedonia,24,0,0
2003,Northern Ireland,186,4,0
2003,Norway,214,5,0
2003,Poland,161,1,0
2003,Portugal,184,2,0
2003,Republic of Ireland,166,1,0
2003,Romania,224,5,0
2003,Russia,289,5,0
2003,Scotland,261,11,0
2003,Serbia,53,2,0
2003,Slovakia,27,1,0
2003,Slovenia,53,1,0
2003,Spain,261,6,0
2003,Sweden,291,7,0
2003,Switzerland,150,3,0
2003,Turkey,126,3,0
2003,Ukraine,29,0,0
2003,Wales,191,5,0
2003,Yugoslavia,188,6,0
2004,Albania,72,1,0
2004,Austria,155,0,0
2004,Belgium,199,0,0
2004,Bulgaria,196,2,0
2004,Croatia,62,0,0
2004,Czech Republic,65,0,0
2004,Czechoslovakia,186,3,0
2004,Denmark,321,7,0
2004,England,394,10,0
2004,Finland,170,3,0
2004,France,229,3,0
2004,Georgia,44,0,0
2004,Germany,318,4,0
2004,Greece,143,4,1
2004,Hungary,192,1,0
2004,Iceland,71,1,0
2004,Italy,229,4,0
2004,Latvia,44,0,0
2004,Netherlands,261,4,0
2004,North Macedonia,28,0,0
2004,Northern Ireland,186,4,0
2004,Norway,216,5,0
2004,Poland,165,1,0
2004,Portugal,184,2,0
2004,Republic of Ireland,173,1,0
2004,Romania,231,6,0
2004,Russia,301,6,0
2004,Scotland,266,11,0
2004,Serbia,58,2,0
2004,Slovakia,32,1,0
2004,Slovenia,54,1,0
2004,Spain,270,6,0
2004,Sweden,298,7,0
2004,Switzerland,158,3,0
2004,Turkey,134,3,0
2004,Ukraine,32,0,0
2004,Wales,194,5,0
2004,Yugoslavia,188,6,0
2005,Albania,74,1,0
2005,Austria,161,0,0
2005,Belgium,199,0,0
2005,Bulgaria,202,2,0
2005,Croatia,72,0,0
2005,Czech Republic,78,0,0
2005,Czechoslovakia,186,3,0
2005,Denmark,331,7,0
2005,England,410,10,0
2005,Finland,172,3,0
2005,France,236,3,0
2005,Georgia,49,0,0
2005,Germany,320,4,0
2005,Greece,152,4,0
2005,Hungary,197,2,0
2005,Iceland,75,1,0
2005,Italy,234,4,0
2005,Latvia,47,0,0
2005,Netherlands,275,4,0
2005,North Macedonia,31,0,0
2005,Northern Ireland,191,4,0
2005,Norway,224,6,0
2005,Poland,175,1,0
2005,Portugal,201,2,0
2005,Republic of Ireland,174,1,0
2005,Romania,238,6,0
2005,Russia,305,6,0
2005,Scotland,266,11,0
2005,Serbia,62,3,0
2005,Slovakia,38,2,0
2005,Slovenia,55,1,0
2005,Spain,274,6,0
2005,Sweden,313,7,0
2005,Switzerland,160,3,0
2005,Turkey,136,3,0
2005,Ukraine,39,1,0
2005,Wales,198,5,0
2005,Yugoslavia,188,6,0
2006,Albania,80,1,0
2006,Austria,169,0,0
2006,Belgium,199,0,0
2006,Bulgaria,209,2,0
2006,Croatia,83,0,0
2006,Czech Republic,93,0,0
2006,Czechoslovakia,186,3,0
2006,Denmark,344,7,0
2006,England,418,10,0
2006,Finland,185,3,0
2006,France,238,3,0
2006,Georgia,56,0,0
2006,Germany,320,4,0
2006,Greece,160,4,0
2006,Hungary,201,2,0
2006,Iceland,81,1,0
2006,Italy,238,4,0
2006,Latvia,51,0,0
2006,Netherlands,285,4,0
2006,North Macedonia,34,0,0
2006,Northern Ireland,194,4,0
2006,Norway,228,6,0
2006,Poland,181,1,0
2006,Portugal,207,2,0
2006,Republic of Ireland,174,1,0
2006,Romania,243,6,0
2006,Russia,308,6,0
2006,Scotland,272,11,0
2006,Serbia,63,3,0
2006,Slovakia,42,2,0
2006,Slovenia,57,1,0
2006,Spain,283,6,0
2006,Sweden,323,7,0
2006,Switzerland,165,3,0
2006,Turkey,151,4,0
2006,Ukraine,46,1,0
2006,Wales,201,5,0
2006,Yugoslavia,188,6,0
2007,Albania,81,1,0
2007,Austria,169,0,0
2007,Belgium,199,0,0
2007,Bulgaria,216,2,0
2007,Croatia,85,0,0
2007,Czech Republic,99,0,0
2007,Czechoslovakia,186,3,0
2007,Denmark,346,7,0
2007,England,421,10,0
2007,Finland,189,3,0
2007,France,249,3,0
2007,Georgia,59,0,0
2007,Germany,331,4,0
2007,Greece,161,4,0
2007,Hungary,202,2,0
2007,Iceland,85,1,0
2007,Italy,252,5,0
2007,Latvia,55,0,0
2007,Netherlands,289,4,0
2007,North Macedonia,34,0,0
2007,Northern Ireland,198,4,0
2007,Norway,232,6,0
2007,Poland,186,1,0
2007,Portugal,211,2,0
2007,Republic of Ireland,175,1,0
2007,Romania,249,7,0
2007,Russia,310,7,0
2007,Scotland,278,12,0
2007,Serbia,65,3,0
2007,Slovakia,48,2,0
2007,Slovenia,57,1,0
2007,Spain,290,6,0
2007,Sweden,330,7,0
2007,Switzerland,165,3,0
2007,Turkey,152,4,0
2007,Ukraine,51,1,0
2007,Wales,203,5,0
2007,Yugoslavia,188,6,0
2008,Albania,83,1,0
2008,Austria,169,0,0
2008,Belgium,203,0,0
2008,Bulgaria,222,2,0
2008,Croatia,90,0,0
2008,Czech Republic,107,0,0
2008,Czechoslovakia,186,3,0
2008,Denmark,357,7,0
2008,England,427,10,0
2008,Finland,191,3,0
2008,France,254,3,0
2008,Georgia,63,0,0
2008,Germany,337,4,0
2008,Greece,169,4,0
2008,Hungary,205,3,0
2008,Iceland,90,1,0
2008,Italy,260,5,0
2008,Latvia,62,0,0
2008,Netherlands,295,4,0
2008,North Macedonia,37,0,0
2008,Northern Ireland,204,4,0
2008,Norway,241,6,0
2008,Poland,192,1,0
2008,Portugal,221,2,0
2008,Republic of Ireland,181,1,0
2008,Romania,260,7,0
2008,Russia,315,7,0
2008,Scotland,285,12,0
2008,Serbia,73,3,0
2008,Slovakia,54,2,0
2008,Slovenia,58,1,0
2008,Spain,305,6,1
2008,Sweden,342,7,0
2008,Switzerland,165,3,0
2008,Turkey,163,4,0
2008,Ukraine,56,1,0
2008,Wales,210,5,0
2008,Yugoslavia,188,6,0
2009,Albania,83,1,0
2009,Austria,174,0,0
2009,Belgium,205,0,0
2009,Bulgaria,222,2,0
2009,Croatia,96,0,0
2009,Czech Republic,113,0,0
2009,Czechoslovakia,186,3,0
2009,Denmark,360,7,0
2009,England,431,10,0
2009,Finland,194,3,0
2009,France,260,3,0
2009,Georgia,64,0,0
2009,Germany,353,4,0
2009,Greece,173,4,0
2009,Hungary,208,3,0
2009,Iceland,94,1,0
2009,Italy,265,5,0
2009,Latvia,63,0,0
2009,Netherlands,310,4,0
2009,North Macedonia,39,0,0
2009,Northern Ireland,205,4,0
2009,Norway,243,6,0
2009,Poland,197,1,0
2009,Portugal,230,2,0
2009,Republic of Ireland,183,1,0
2009,Romania,263,7,0
2009,Russia,328,7,0
2009,Scotland,287,12,0
2009,Serbia,77,3,0
2009,Slovakia,59,3,0
2009,Slovenia,63,1,0
2009,Spain,319,6,0
2009,Sweden,347,7,0
2009,Switzerland,172,3,0
2009,Turkey,172,4,0
2009,Ukraine,56,1,0
2009,Wales,211,5,0
2009,Yugoslavia,188,6,0
2010,Albania,86,1,0
2010,Austria,178,0,0
2010,Belgium,207,0,0
2010,Bulgaria,230,2,0
2010,Croatia,99,0,0
2010,Czech Republic,118,0,0
2010,Czechoslovakia,186,3,0
2010,Denmark,367,7,0
2010,England,438,10,0
2010,Finland,199,3,0
2010,France,267,3,0
2010,Georgia,67,0,0
2010,Germany,357,4,0
2010,Greece,179,5,0
2010,Hungary,211,3,0
2010,Iceland,97,1,0
2010,Italy,272,5,0
2010,Latvia,67,0,0
2010,Netherlands,322,4,0
2010,North Macedonia,42,0,0
2010,Northern Ireland,210,4,0
2010,Norway,250,6,0
2010,Poland,200,1,0
2010,Portugal,237,2,0
2010,Republic of Ireland,191,1,0
2010,Romania,268,7,0
2010,Russia,336,7,0
2010,Scotland,291,12,0
2010,Serbia,87,3,0
2010,Slovakia,68,3,0
2010,Slovenia,70,1,0
2010,Spain,327,6,0
2010,Sweden,353,7,0
2010,Switzerland,176,3,0
2010,Turkey,173,4,0
2010,Ukraine,64,2,0
2010,Wales,213,5,0
2010,Yugoslavia,188,6,0
2011,Albania,87,1,0
2011,Austria,182,0,0
2011,Belgium,213,0,0
2011,Bulgaria,231,2,0
2011,Croatia,102,0,0
2011,Czech Republic,119,0,0
2011,Czechoslovakia,186,3,0
2011,Denmark,369,7,0
2011,England,447,10,0
2011,Finland,201,3,0
2011,France,269,3,0
2011,Georgia,69,0,0
2011,Germany,365,4,0
2011,Greece,181,5,0
2011,Hungary,213,3,0
2011,Iceland,99,1,0
2011,Italy,277,5,0
2011,Latvia,68,0,0
2011,Netherlands,332,4,0
2011,North Macedonia,42,0,0
2011,Northern Ireland,211,4,0
2011,Norway,253,6,0
2011,Poland,200,1,0
2011,Portugal,243,2,0
2011,Republic of Ireland,194,1,0
2011,Romania,269,7,0
2011,Russia,340,7,0
2011,Scotland,293,12,0
2011,Serbia,89,3,0
2011,Slovakia,75,3,0
2011,Slovenia,71,1,0
2011,Spain,333,7,0
2011,Sweden,356,7,0
2011,Switzerland,182,4,0
2011,Turkey,176,4,0
2011,Ukraine,64,2,0
2011,Wales,214,5,0
2011,Yugoslavia,188,6,0
2012,Albania,89,1,0
2012,Austria,185,0,0
2012,Belgium,217,0,0
2012,Bulgaria,232,2,0
2012,Croatia,109,0,0
2012,Czech Republic,122,0,0
2012,Czechoslovakia,186,3,0
2012,Denmark,376,7,0
2012,England,455,10,0
2012,Finland,202,3,0
2012,France,274,3,0
2012,Georgia,72,0,0
2012,Germany,379,4,0
2012,Greece,186,5,0
2012,Hungary,218,3,0
2012,Iceland,102,1,0
2012,Italy,283,5,0
2012,Latvia,70,0,0
2012,Netherlands,345,4,0
2012,North Macedonia,44,0,0
2012,Northern Ireland,212,4,0
2012,Norway,255,6,0
2012,Poland,200,1,0
2012,Portugal,250,2,0
2012,Republic of Ireland,207,2,0
